brand,product_name,parent_category,child_category,price,materials
Superdry,Broderie Tiered Mini Dress,Dresses,,59.46,cotton 100%
Superdry,Short Sleeve Printed Mini Wrap Dress,Dresses,,48.96,viscose 100%
Superdry,Athletic Tonal Oversized T-Shirt,T-Shirts,,39.95,cotton 100%
Superdry,Surf Logo Fitted T-Shirt,T-Shirts,,39.95,cotton 100%
Superdry,Venue Metallic Relaxed T-Shirt,T-Shirts,,31.46,Organic Cotton 100%
Superdry,Studios Hoodie,Hoodies and Sweatshirts,,74.95,"Recycled Polyester 25%, cotton 75%"
Superdry,Athletic Tonal Embroidered Wide Leg Joggers,Pants,,69.95,cotton 100%
Superdry,Bardot Off Shoulder Top,Tops,,36.95,Organic Cotton 100%
Superdry,Luxe Embroidered Tote Bag,Accessories,,59.46,"viscose 14%, cotton 20%, polyester 66%"
Superdry,Short Sleeve Embroidered Button Top,Tops,,59.95,cotton 100%
Superdry,Scoop Neck T-Shirt,T-Shirts,,29.95,"TENCEL™ Lyocell 40%, cotton 60%"
Superdry,Studios Scoop Neck T-Shirt,T-Shirts,,29.95,"lyocell 40%, cotton 60%"
Superdry,Scoop Neck T-Shirt,T-Shirts,,29.95,"lyocell 40%, cotton 60%"
Superdry,Studios Scoop Neck T-Shirt,T-Shirts,,29.95,"TENCEL™ Lyocell 40%, cotton 60%"
Superdry,Velour Zip Hoodie,Hoodies and Sweatshirts,,84.95,"cotton 80%, polyester 20%"
Superdry,Oversized Textured Stripe Pocket T-Shirt,T-Shirts,,39.95,cotton 100%
Superdry,Scoop Neck Tank Top,Tops,,26.95,"lyocell 40%, cotton 60%"
Superdry,Artisan Weave Belt,Accessories,,59.95,leather 100%
Superdry,Ladder Trim Cami Top,Tops,,39.95,cotton 100%
Superdry,Mid Rise Chino,Pants,,74.95,"elastane 3%, cotton 97%"
Superdry,Mid Rise Chino,Pants,,74.95,"elastane 3%, cotton 97%"
Superdry,Organic Cotton Mid Rise Slim Jeans,Jeans,,99.95,"elastomultiester 2%, modal 11%, lyocell 6%, elastane 1%, cotton 80%"
Superdry,Mid Rise Straight Leg Jean,Jeans,,99.95,Organic Cotton 100%
Marks & Spencer,Animal Print Crew Neck Jumper,Knitwear,Jumpers,£20,100% acrylic (exclusive of trimmings)
Marks & Spencer,Denim Studded Shacket,Coats & Jackets,,£60,100% cotton (exclusive of trimmings)
Marks & Spencer,Crepe Box Pleat Shift Dress,Dresses,Knee Length Dresses,£89,"92% polyester, 8% elastane (exclusive of trimmings)"
Marks & Spencer,Borg Lightweight Hooded Jacket,Coats & Jackets,,£40,100% polyester (exclusive of trimmings)
Marks & Spencer,Faux Leather Mini Skirt,Skirts,,£30,"61% polyurethane, 38% polyester and 1% metallic (exclusive of trimmings)"
Marks & Spencer,Floral Midi Shirt Dress,Dresses,,£135,100% viscose
Marks & Spencer,High Waisted Jeggings,,,£23,"38% cotton, 32% polyester, 12% acrylic, 10% elastane, 8% viscose"
Marks & Spencer,Pure Cotton Floral Embroidered Shirt,Tops,Shirts & Blouses,£46,"100% cotton (exclusive of trimmings) , Embroidery Threads - 100% polyester"
Marks & Spencer,Supersoft Striped Crew Neck Jumper,Knitwear,,£20,100% acrylic (exclusive of trimmings)
Marks & Spencer,Borg Lightweight Hooded Jacket,Coats & Jackets,,£40,100% polyester (exclusive of trimmings)
Marks & Spencer,Linen Rich Printed Cami Top,Tops,,£29.50,"55% linen, 45% viscose (exclusive of trimmings)"
Marks & Spencer,Air-Yarn V-Neck Jumper,Knitwear,Jumpers,£26,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)"
Marks & Spencer,Cotton Rich Asymmetric Short Trench Coat,Coats & Jackets,,£65,"66% cotton, 34% viscose"
Marks & Spencer,Gingham High Leg Bikini Bottoms,Swimwear,Bikinis,£15,"92% polyester, 8% elastane (exclusive of trimmings)"
Marks & Spencer,Cotton Rich Striped Collared Fitted Shirt,Tops,Shirts & Blouses,£17.50,"73% cotton, 23% polyester, 4% elastane (exclusive of trimmings)"
Marks & Spencer,Pure Cotton V-Neck Tie Detail Wrap Shirt,Tops,Shirts & Blouses,£36,100% cotton (exclusive of trimmings)
Marks & Spencer,Bow Detail Top,Tops,,£46,"100% polyester, Lining - 100% polyester"
Marks & Spencer,Jersey Hardware Detail Dress,Dresses,,£36,"94% polyamide, 6% elastane (exclusive of trimmings)"
Marks & Spencer,Pure Cotton Shirred Waisted Maxi Dress,Dresses,Maxi Dresses,£39.50,100% cotton (exclusive of trimmings)
Marks & Spencer,Pure Cotton Cropped Collared Shirt,Tops,Shirts & Blouses,£26,100% cotton (exclusive of trimmings)
Marks & Spencer,Air-Yarn V-Neck Jumper,Knitwear,Jumpers,£26,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)"
Marks & Spencer,V-Neck Cropped Cardigan with Alpaca,Knitwear,Cardigans,£35,"43% polyamide, 20% alpaca, 20% wool, 14% acrylic, and 3% elastane"
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Knitwear,,£26,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)"
Marks & Spencer,Cropped Jacket,Coats & Jackets,,£70,100% cotton (embroidery threads)
Marks & Spencer,Collared Button Front Short Sleeve Cropped Cardigan with Alpaca,Knitwear,Cardigans,£30,"90% polyester, 8% alpaca and 2% elastane"
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Knitwear,,£26,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)"
Marks & Spencer,Collared Button Front Short Sleeve Cropped Cardigan with Alpaca,Knitwear,Cardigans,£30,"90% polyester, 8% alpaca and 2% elastane"
Marks & Spencer,Alpaca Blend Button Front Cropped Cardigan,Knitwear,Cardigans,£55,"35% wool, 35% alpaca, 27% polyamide and 3% elastane"
Marks & Spencer,Keyhole Cosy Flute Sleeves Top,Tops,,£23,"91% polyester, 9% elastane (exclusive of trimmings)"
Marks & Spencer,Suede Studded Lace Up Shoes,Footwear,Shoes,£60,"Upper: Leather, Lining and Sock: Textile & other materials, Outsole: Other materials"
Marks & Spencer,Patent Studded Flat Pointed Shoes,Footwear,Shoes,£50,"Upper: Other materials , Lining and Sock: Textile & other materials, Outsole: Other materials"
Marks & Spencer,Soft Touch Striped Crew Neck Jumper,Knitwear,Jumpers,£30,"52% viscose, 29% polyester and19% polyamide (exclusive of trimmings)"
Marks & Spencer,Cloud-Yarn Ribbed V-Neck Jumper,Knitwear,Jumpers,£36,"57% polyester, 34% acrylic and 9% polyamide"
Marks & Spencer,Cloud-Yarn Pocket Crew Neck Knitted Waistcoat,Knitwear,,£28,"57% polyester, 34% acrylic and 9% polyamide"
Marks & Spencer,Pure Cotton Embellished Tie Front Gilet,Coats & Jackets,,£60,"100% cotton (exclusive of trimmings) , Lining - 100% polyester , Wadding / stuffing (thick layer of continuous fabric within a coat/jacket) - 100% polyester"
Marks & Spencer,Wool Rich Pleated Wide Leg Trousers,Trousers,,£99,"70% wool, 28% polyester and 2% elastane"
Marks & Spencer,Striped Ribbed Stitch Detail Top,Tops,,£45,"98% viscose, 2% elastane (exclusive of trimmings)"
Marks & Spencer,Panelled Asymmetric Waistcoat,Tops,Waistcoats,£45,"67% polyester, 29% viscose, 4% elastane"
Marks & Spencer,Bandeau Ankle Grazer Tailored Jumpsuit,Dresses,,£50,"92% polyester, 8% elastane(exclusive of trimmings) , Lining - 100% polyester"
Marks & Spencer,Cable Knit Relaxed Jumper with Alpaca,Knitwear,Jumpers,£39.50,"52% polyester, 31% acrylic, 9% polyamide and 8% alpaca (exclusive of trimmings)"
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Knitwear,,£26,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)"
Marks & Spencer,Soft Touch Fitted Cardigan,Knitwear,Cardigans,£36,"50% acrylic, 50% viscose"
Marks & Spencer,Cotton Rich Collared Utility Car Coat,Coats & Jackets,,£100,"38% polyester, 62% cotton (exclusive of trimmings), Lining - 100% polyester, Padding - 100% polyester, Cord trim - 99% cotton, 1% elastane"
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Knitwear,,£26,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)"
Marks & Spencer,Animal Print Crew Neck Jumper,Knitwear,Jumpers,£20,100% acrylic (exclusive of trimmings)
Marks & Spencer,Cloud-Yarn Pocket Crew Neck Knitted Waistcoat,Knitwear,,£28,"57% polyester, 34% acrylic and 9% polyamide"
Marks & Spencer,Soft Touch Striped Knitted Rugby Top,Knitwear,Jumpers,£36,"51% viscose, 27% polyester and 22% polyamide (exclusive of trimmings)"
Marks & Spencer,V-Neck Cropped Cardigan with Alpaca,Knitwear,Cardigans,£35,"43% polyamide, 20% alpaca, 20% wool, 14% acrylic, and 3% elastane"
