brand,product_name,parent_category,child_category,materials,price,Body materials_original,Body materials_normalized
Mexx,Long Coat Logo Quilted Dark Red,Outerwear,Coat,100% Polyester,229.9,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Long Puffer Jacket Black,Outerwear,Jacket,100% Polyamide,208.99,"[(100, 'Polyamide')]","[(100, 'nylon')]"
Mexx,Andrea High Waist / Skinny Jeans,Bottoms,Jeans,98% Cotton 2% Elastane,98.99,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]"
Mexx,Pants Cosmea Classic Tapered Black,Bottoms,Trousers/Chinos,"52% Cotton, 45% Polyester, 3% Elastane",87.99,"[(52, 'Cotton'), (45, 'Polyester'), (3, 'Elastane')]","[(52, 'cotton'), (45, 'polyester'), (3, 'elastane')]"
Mexx,Top Gerbera Cream,Tops,Shirt/Blouse,"80% Viscose, 20% Polyamide",60.49,"[(80, 'Viscose'), (20, 'Polyamide')]","[(80, 'viscose'), (20, 'nylon')]"
C&A,Bouclé cardigan,Tops,Sweater/Cardigan,['78% Cotton | 18% Polyester | 4% Nylon'],39.99,"[(78, 'Cotton'), (18, 'Polyester'), (4, 'Nylon')]","[(78, 'cotton'), (18, 'polyester'), (4, 'nylon')]"
C&A,Long cardigan,Tops,Sweater/Cardigan,['78% Viscose | 22% Nylon'],25.99,"[(78, 'Viscose'), (22, 'Nylon')]","[(78, 'viscose'), (22, 'nylon')]"
C&A,Mesh dress - floral,Dresses & Jumpsuits,Dress,['95% Polyester | 5% Elastane'],25.99,"[(95, 'Polyester'), (5, 'Elastane')]","[(95, 'polyester'), (5, 'elastane')]"
C&A,Technical joggers - 4 Way Stretch,Bottoms,Trousers/Chinos,"['Main part: 77% Polyester | 23% Elastane', 'Pocket: 77% Polyester | 23% Elastane']",25.99,"[(77, 'Polyester'), (23, 'Elastane')]","[(77, 'polyester'), (23, 'elastane')]"
C&A,Multipack of 2 - basic turtleneck top - ribbed,Tops,T-shirt,"['95% Cotton | 5% Elastane', '95% Cotton | 5% Elastane']",25.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Multipack of 2 - basic turtleneck top - ribbed,Tops,T-shirt,"['95% Cotton | 5% Elastane', '95% Cotton | 5% Elastane']",25.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Knitted dress,Dresses & Jumpsuits,Dress,['40% Acrylic | 40% Viscose | 20% Nylon'],25.99,"[(40, 'Acrylic'), (40, 'Viscose'), (20, 'Nylon')]","[(40, 'acrylic'), (40, 'viscose'), (20, 'nylon')]"
C&A,Pleated skirt,Bottoms,Skirt,['44% Viscose | 28% Polyester | 28% Polyamide'],29.99,"[(44, 'Viscose'), (28, 'Polyester'), (28, 'Polyamide')]","[(44, 'viscose'), (28, 'polyester'), (28, 'nylon')]"
C&A,Jacket with hood - water-repellent,Outerwear,Jacket,['100% Nylon'],29.99,"[(100, 'Nylon')]","[(100, 'nylon')]"
C&A,Quilted gilet,Outerwear,Jacket,['100% Polyester'],29.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Slim jeans - high waist - LYCRA®,Bottoms,Jeans,['78% Cotton | 20% Polyester | 2% Elastane (LYCRAÂ®)'],29.99,"[(78, 'Cotton'), (20, 'Polyester')]","[(78, 'cotton'), (20, 'polyester')]"
C&A,Long cardigan - ribbed,Tops,Sweater/Cardigan,['100% Acrylic'],29.99,"[(100, 'Acrylic')]","[(100, 'acrylic')]"
C&A,Faux fur jacket with hood,Outerwear,Jacket,['100% Polyester'],29.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Wide leg jeans - high waist,Bottoms,Jeans,['99% Cotton | 1% Elastane'],29.99,"[(99, 'Cotton'), (1, 'Elastane')]","[(99, 'cotton'), (1, 'elastane')]"
C&A,Jeans,Bottoms,Jeans,['100% Cotton'],29.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Cloth trousers - high waist - slim fit,Bottoms,Trousers/Chinos,['54% Modal | 41% Polyester | 3% Viscose | 2% Elastane'],29.99,"[(54, 'Modal'), (41, 'Polyester'), (3, 'Viscose'), (2, 'Elastane')]","[(57, 'viscose'), (41, 'polyester'), (2, 'elastane')]"
C&A,Jumper - ribbed,Tops,Sweater/Cardigan,['50% Viscose | 28% Polyester | 22% Nylon'],29.99,"[(50, 'Viscose'), (28, 'Polyester'), (22, 'Nylon')]","[(50, 'viscose'), (28, 'polyester'), (22, 'nylon')]"
C&A,Multipack of 2 - basic long sleeve top,Tops,T-shirt,"['100% Cotton', '100% Cotton']",29.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Bootcut jeans - high waist,Bottoms,Jeans,['99% Cotton | 1% Elastane'],29.99,"[(99, 'Cotton'), (1, 'Elastane')]","[(99, 'cotton'), (1, 'elastane')]"
C&A,Loose flared jeans - mid-rise waist,Bottoms,Jeans,['99% Cotton | 1% Elastane'],29.99,"[(99, 'Cotton'), (1, 'Elastane')]","[(99, 'cotton'), (1, 'elastane')]"
C&A,Wide leg jeans - high waist,Bottoms,Trousers/Chinos,['98% Cotton | 2% Elastane'],29.99,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
C&A,Knitted jumper - short sleeve,Tops,Sweater/Cardigan,['66% Polyester | 25% Acrylic | 6% Wool | 3% Elastane'],29.99,"[(66, 'Polyester'), (25, 'Acrylic'), (6, 'Wool'), (3, 'Elastane')]","[(66, 'polyester'), (25, 'acrylic'), (6, 'wool'), (3, 'elastane')]"
C&A,Cloth trousers with belt - high waist - wide leg,Bottoms,Trousers/Chinos,"['58% Viscose | 34% Nylon | 8% Elastane', '100% Polyurethane']",35.99,"[(58, 'Viscose'), (34, 'Nylon'), (8, 'Elastane')]","[(58, 'viscose'), (34, 'nylon'), (8, 'elastane')]"
C&A,Cloth trousers with belt - high-rise waist - wide leg,Bottoms,Trousers/Chinos,"['96% Polyester | 4% Elastane', '100% Polyurethane']",35.99,"[(96, 'Polyester'), (4, 'Elastane')]","[(96, 'polyester'), (4, 'elastane')]"
C&A,Quilted jacket,Outerwear,Jacket,['100% Polyester'],39.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Long blazer- regular fit,Outerwear,Blazer,['74% Polyester | 23% Viscose | 3% Elastane'],39.99,"[(74, 'Polyester'), (23, 'Viscose'), (3, 'Elastane')]","[(74, 'polyester'), (23, 'viscose'), (3, 'elastane')]"
C&A,Long blazer- regular fit,Outerwear,Blazer,['74% Polyester | 23% Viscose | 3% Elastane'],39.99,"[(74, 'Polyester'), (23, 'Viscose'), (3, 'Elastane')]","[(74, 'polyester'), (23, 'viscose'), (3, 'elastane')]"
C&A,Long blazer- regular fit,Outerwear,Blazer,['74% Polyester | 23% Viscose | 3% Elastane'],39.99,"[(74, 'Polyester'), (23, 'Viscose'), (3, 'Elastane')]","[(74, 'polyester'), (23, 'viscose'), (3, 'elastane')]"
C&A,Business blazer - fitted,Outerwear,Blazer,['77% Polyester | 19% Viscose | 4% Elastane'],35.99,"[(77, 'Polyester'), (19, 'Viscose'), (4, 'Elastane')]","[(77, 'polyester'), (19, 'viscose'), (4, 'elastane')]"
C&A,Business blazer - fitted,Outerwear,Blazer,['77% Polyester | 19% Viscose | 4% Elastane'],35.99,"[(77, 'Polyester'), (19, 'Viscose'), (4, 'Elastane')]","[(77, 'polyester'), (19, 'viscose'), (4, 'elastane')]"
C&A,Denim shirt dress,Dresses & Jumpsuits,Dress,"['Main part: 100% Cotton', 'Belt: 100% Cotton']",35.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Cardigan with belt,Tops,Sweater/Cardigan,"['78% Polyester | 16% Viscose | 6% Wool', '100% Polyurethane']",39.99,"[(78, 'Polyester'), (16, 'Viscose'), (6, 'Wool')]","[(78, 'polyester'), (16, 'viscose'), (6, 'wool')]"
C&A,Cropped denim jacket,Outerwear,Jacket,"['Main part: 100% Cotton', 'Sleeve: 100% Cotton']",39.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Barrel jeans - high waist,Bottoms,Jeans,['76% Cotton | 24% Viscose'],39.99,"[(76, 'Cotton'), (24, 'Viscose')]","[(76, 'cotton'), (24, 'viscose')]"
C&A,Trench coat,Outerwear,Coat,"['Main part: 100% Polyester', 'Sleeve: 100% Polyester', 'Belt: 100% Polyester']",49.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Blazer,Outerwear,Blazer,"['Body: 66% Polyester | 28% Viscose | 6% Elastane', 'Sleeve: 66% Polyester | 28% Viscose | 6% Elastane']",49.99,"[(66, 'Polyester'), (28, 'Viscose'), (6, 'Elastane')]","[(66, 'polyester'), (28, 'viscose'), (6, 'elastane')]"
C&A,Basic leggings,Bottoms,Trousers/Chinos,['95% Cotton | 5% Elastane'],9.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,T-shirt - slim fit,Tops,T-shirt,['95% Cotton | 5% Elastane'],7.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Basic long sleeve top - slim fit,Tops,T-shirt,['95% Cotton | 5% Elastane'],9.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Long blazer - regular fit - textured,Outerwear,Blazer,['68% Polyester | 31% Viscose | 1% Elastane'],59.99,"[(68, 'Polyester'), (31, 'Viscose'), (1, 'Elastane')]","[(68, 'polyester'), (31, 'viscose'), (1, 'elastane')]"
C&A,Blazer,Outerwear,Blazer,['69% Polyester | 29% Viscose | 2% Elastane'],59.99,"[(69, 'Polyester'), (29, 'Viscose'), (2, 'Elastane')]","[(69, 'polyester'), (29, 'viscose'), (2, 'elastane')]"
C&A,Basic sweatshirt,Tops,Hoodie/Sweatshirt,['80% Cotton | 20% Polyester'],17.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Basic sweatshirt,Tops,Hoodie/Sweatshirt,['80% Cotton | 20% Polyester'],17.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Basic sweatshirt,Tops,Hoodie/Sweatshirt,['80% Cotton | 20% Polyester'],17.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Basic joggers,Bottoms,Trousers/Chinos,['80% Cotton | 20% Polyester'],19.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Jumper - ribbed,Tops,Sweater/Cardigan,['72% Viscose | 28% Nylon'],15.99,"[(72, 'Viscose'), (28, 'Nylon')]","[(72, 'viscose'), (28, 'nylon')]"
C&A,Multipack of 2 - basic long sleeve top,Tops,T-shirt,['95% Cotton | 5% Elastane'],19.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Cashmere jumper,Tops,Sweater/Cardigan,['100% Cashmere'],79.99,"[(100, 'Cashmere')]","[(100, 'wool')]"
C&A,Satin blouse - floral,Tops,Shirt/Blouse,['100% Polyester'],19.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Basic jersey trousers - mid-rise waist - straight fit,Bottoms,Trousers/Chinos,['53% Modal | 32% Polyester | 15% Elastane'],25.99,"[(53, 'Modal'), (32, 'Polyester'), (15, 'Elastane')]","[(53, 'viscose'), (32, 'polyester'), (15, 'elastane')]"
C&A,Fit & flare dress with belt - textured,Dresses & Jumpsuits,Dress,"['99% Polyester | 1% Elastane', '99% Polyester | 1% Elastane']",22.99,"[(99, 'Polyester'), (1, 'Elastane')]","[(99, 'polyester'), (1, 'elastane')]"
C&A,Jersey trousers - high waist - slim fit,Bottoms,Trousers/Chinos,['68% Viscose | 28% Nylon | 4% Elastane'],25.99,"[(68, 'Viscose'), (28, 'Nylon'), (4, 'Elastane')]","[(68, 'viscose'), (28, 'nylon'), (4, 'elastane')]"
C&A,Business trousers - mid-rise waist - slim fit,Bottoms,Trousers/Chinos,['77% Polyester | 19% Viscose | 4% Elastane'],25.99,"[(77, 'Polyester'), (19, 'Viscose'), (4, 'Elastane')]","[(77, 'polyester'), (19, 'viscose'), (4, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
C&A,Cloth trousers with belt - high-rise waist - wide leg,Bottoms,Trousers/Chinos,"['96% Polyester | 4% Elastane', '100% Polyurethane']",35.99,"[(96, 'Polyester'), (4, 'Elastane')]","[(96, 'polyester'), (4, 'elastane')]"
C&A,Trench coat,Outerwear,Coat,"['Main part: 100% Polyester', 'Sleeve: 100% Polyester', 'Belt: 100% Polyester']",49.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Wide leg jeans - high waist,Bottoms,Jeans,['99% Cotton | 1% Elastane'],29.99,"[(99, 'Cotton'), (1, 'Elastane')]","[(99, 'cotton'), (1, 'elastane')]"
Superdry,Athletic Tonal Oversized T-Shirt,Tops,T-shirt,cotton 100%,39.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Athletic Essentials Graphic Polo Shirt,Tops,Shirt/Blouse,"elastane 3%, cotton 97%",54.95,"[(3, 'elastane'), (97, 'cotton')]","[(97, 'cotton'), (3, 'elastane')]"
Superdry,The Merchant Store - Oversized Linen Overshirt,Tops,Shirt/Blouse,"linen 35%, cotton 65%",109.95,"[(35, 'linen'), (65, 'cotton')]","[(65, 'cotton'), (35, 'linen')]"
Superdry,Athletic Essentials Ribbed Tank Dress,Dresses & Jumpsuits,Dress,Organic Cotton 100%,44.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Essential Logo Garment Dye Vest Top,Tops,Shirt/Blouse,cotton 100%,26.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Athletic Essentials Oversized Crew Sweatshirt,Tops,Hoodie/Sweatshirt,cotton 100%,69.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Casual Linen Boyfriend Shirt,Tops,Shirt/Blouse,"linen 55%, cotton 45%",99.95,"[(55, 'linen'), (45, 'cotton')]","[(55, 'linen'), (45, 'cotton')]"
Superdry,Athletic Essentials Graphic Pointelle Cami Top,Tops,Shirt/Blouse,Organic Cotton 100%,29.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Athletic Essentials Tonal Embroidered Shorts,Bottoms,Shorts,cotton 100%,44.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Essential Logo Racer Vest Top,Tops,Shirt/Blouse,cotton 100%,26.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Bardot Off Shoulder Top,Tops,Shirt/Blouse,Organic Cotton 100%,36.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Athletic Essentials Graphic Pointelle Cami Top,Tops,Shirt/Blouse,Organic Cotton 100%,29.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Studios Lightweight Racer Vest Top,Tops,Shirt/Blouse,Organic Cotton 100%,26.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Mountain Windbreaker Jacket,Outerwear,Jacket,Recycled Polyester 100%,129.95,"[(100, 'Recycled Polyester')]","[(100, 'polyester')]"
Superdry,Essential Logo Garment Dye Vest Top,Tops,Shirt/Blouse,cotton 100%,26.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Beach Resort Shirt,Tops,T-shirt,viscose 100%,59.95,"[(100, 'viscose')]","[(100, 'viscose')]"
Superdry,Oversized Midi Shirt Dress,Dresses & Jumpsuits,Dress,cotton 100%,62.96,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Slim Oxford Long Sleeve Shirt,Tops,Shirt/Blouse,Organic Cotton 100%,69.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Essential Logo Racer Vest Top,Tops,Shirt/Blouse,cotton 100%,26.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Old School Tattoo Oversized Crew Sweatshirt,Tops,Hoodie/Sweatshirt,cotton 100%,74.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Athletic Tonal Oversized T-Shirt,Tops,T-shirt,cotton 100%,39.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Ibiza Lace Blouse,Tops,Shirt/Blouse,cotton 100%,69.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Athletic Essentials Tonal Applique Crew Sweatshirt,Tops,Hoodie/Sweatshirt,cotton 100%,74.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Athletic Essentials Tonal Applique Crew Sweatshirt,Tops,Hoodie/Sweatshirt,cotton 100%,74.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Old School Tattoo Oversized Zip Hoodie,Tops,Hoodie/Sweatshirt,cotton 100%,99.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Broderie Tiered Mini Dress,Dresses & Jumpsuits,Dress,cotton 100%,59.46,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Short Sleeve Printed Mini Wrap Dress,Dresses & Jumpsuits,Dress,viscose 100%,48.96,"[(100, 'viscose')]","[(100, 'viscose')]"
Superdry,Athletic Tonal Oversized T-Shirt,Tops,T-shirt,cotton 100%,39.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Surf Logo Fitted T-Shirt,Tops,T-shirt,cotton 100%,39.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Venue Metallic Relaxed T-Shirt,Tops,T-shirt,Organic Cotton 100%,31.46,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Studios Hoodie,Tops,Hoodie/Sweatshirt,"Recycled Polyester 25%, cotton 75%",74.95,"[(25, 'Recycled Polyester'), (75, 'cotton')]","[(75, 'cotton'), (25, 'polyester')]"
Superdry,Athletic Tonal Embroidered Wide Leg Joggers,Bottoms,Trousers/Chinos,cotton 100%,69.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Bardot Off Shoulder Top,Tops,Shirt/Blouse,Organic Cotton 100%,36.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Superdry,Short Sleeve Embroidered Button Top,Tops,Shirt/Blouse,cotton 100%,59.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Scoop Neck T-Shirt,Tops,T-shirt,"TENCEL™ Lyocell 40%, cotton 60%",29.95,"[(40, 'TENCEL™ Lyocell'), (60, 'cotton')]","[(60, 'cotton'), (40, 'lyocell')]"
Superdry,Studios Scoop Neck T-Shirt,Tops,T-shirt,"lyocell 40%, cotton 60%",29.95,"[(40, 'lyocell'), (60, 'cotton')]","[(60, 'cotton'), (40, 'lyocell')]"
Superdry,Scoop Neck T-Shirt,Tops,T-shirt,"lyocell 40%, cotton 60%",29.95,"[(40, 'lyocell'), (60, 'cotton')]","[(60, 'cotton'), (40, 'lyocell')]"
Superdry,Studios Scoop Neck T-Shirt,Tops,T-shirt,"TENCEL™ Lyocell 40%, cotton 60%",29.95,"[(40, 'TENCEL™ Lyocell'), (60, 'cotton')]","[(60, 'cotton'), (40, 'lyocell')]"
Superdry,Velour Zip Hoodie,Tops,Hoodie/Sweatshirt,"cotton 80%, polyester 20%",84.95,"[(80, 'cotton'), (20, 'polyester')]","[(80, 'cotton'), (20, 'polyester')]"
Superdry,Oversized Textured Stripe Pocket T-Shirt,Tops,T-shirt,cotton 100%,39.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Scoop Neck Tank Top,Tops,Shirt/Blouse,"lyocell 40%, cotton 60%",26.95,"[(40, 'lyocell'), (60, 'cotton')]","[(60, 'cotton'), (40, 'lyocell')]"
Superdry,Ladder Trim Cami Top,Tops,Shirt/Blouse,cotton 100%,39.95,"[(100, 'cotton')]","[(100, 'cotton')]"
Superdry,Mid Rise Chino,Bottoms,Trousers/Chinos,"elastane 3%, cotton 97%",74.95,"[(3, 'elastane'), (97, 'cotton')]","[(97, 'cotton'), (3, 'elastane')]"
Superdry,Mid Rise Chino,Bottoms,Trousers/Chinos,"elastane 3%, cotton 97%",74.95,"[(3, 'elastane'), (97, 'cotton')]","[(97, 'cotton'), (3, 'elastane')]"
Superdry,Organic Cotton Mid Rise Slim Jeans,Bottoms,Jeans,"elastomultiester 2%, modal 11%, lyocell 6%, elastane 1%, cotton 80%",99.95,"[(2, 'elastomultiester'), (11, 'modal'), (6, 'lyocell'), (1, 'elastane'), (80, 'cotton')]","[(80, 'cotton'), (11, 'viscose'), (6, 'lyocell'), (3, 'elastane')]"
Superdry,Mid Rise Straight Leg Jean,Bottoms,Trousers/Chinos,Organic Cotton 100%,99.95,"[(100, 'Organic Cotton')]","[(100, 'cotton')]"
Marks & Spencer,Animal Print Crew Neck Jumper,Tops,Sweater/Cardigan,100% acrylic (exclusive of trimmings),25.4,"[(100, 'acrylic')]","[(100, 'acrylic')]"
Marks & Spencer,Denim Studded Shacket,Outerwear,Jacket,100% cotton (exclusive of trimmings),76.2,"[(100, 'cotton')]","[(100, 'cotton')]"
Marks & Spencer,Crepe Box Pleat Shift Dress,Dresses & Jumpsuits,Dress,"92% polyester, 8% elastane (exclusive of trimmings)",113.03,"[(92, 'polyester'), (8, 'elastane')]","[(92, 'polyester'), (8, 'elastane')]"
Marks & Spencer,Borg Lightweight Hooded Jacket,Outerwear,Jacket,100% polyester (exclusive of trimmings),50.8,"[(100, 'polyester')]","[(100, 'polyester')]"
Marks & Spencer,Faux Leather Mini Skirt,Bottoms,Skirt,"61% polyurethane, 38% polyester and 1% metallic (exclusive of trimmings)",38.1,"[(61, 'polyurethane'), (38, 'polyester'), (1, 'metallic')]","[(61, 'polyurethane'), (38, 'polyester'), (1, 'other')]"
Marks & Spencer,Floral Midi Shirt Dress,Dresses & Jumpsuits,Dress,100% viscose,171.45,"[(100, 'viscose')]","[(100, 'viscose')]"
Marks & Spencer,High Waisted Jeggings,Bottoms,Jeans,"38% cotton, 32% polyester, 12% acrylic, 10% elastane, 8% viscose",29.21,"[(38, 'cotton'), (32, 'polyester'), (12, 'acrylic'), (10, 'elastane'), (8, 'viscose')]","[(38, 'cotton'), (32, 'polyester'), (12, 'acrylic'), (10, 'elastane'), (8, 'viscose')]"
Marks & Spencer,Pure Cotton Floral Embroidered Shirt,Tops,Shirt/Blouse,"100% cotton (exclusive of trimmings) , Embroidery Threads - 100% polyester",58.42,"[(100, 'cotton')]","[(100, 'cotton')]"
Marks & Spencer,Supersoft Striped Crew Neck Jumper,Tops,Shirt/Blouse,100% acrylic (exclusive of trimmings),25.4,"[(100, 'acrylic')]","[(100, 'acrylic')]"
Marks & Spencer,Borg Lightweight Hooded Jacket,Outerwear,Jacket,100% polyester (exclusive of trimmings),50.8,"[(100, 'polyester')]","[(100, 'polyester')]"
Marks & Spencer,Linen Rich Printed Cami Top,Tops,Shirt/Blouse,"55% linen, 45% viscose (exclusive of trimmings)",37.47,"[(55, 'linen'), (45, 'viscose')]","[(55, 'linen'), (45, 'viscose')]"
Marks & Spencer,Air-Yarn V-Neck Jumper,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02,"[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]","[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]"
Marks & Spencer,Cotton Rich Asymmetric Short Trench Coat,Outerwear,Coat,"66% cotton, 34% viscose",82.55,"[(66, 'cotton'), (34, 'viscose')]","[(66, 'cotton'), (34, 'viscose')]"
Marks & Spencer,Cotton Rich Striped Collared Fitted Shirt,Tops,Shirt/Blouse,"73% cotton, 23% polyester, 4% elastane (exclusive of trimmings)",22.23,"[(73, 'cotton'), (23, 'polyester'), (4, 'elastane')]","[(73, 'cotton'), (23, 'polyester'), (4, 'elastane')]"
Marks & Spencer,Pure Cotton V-Neck Tie Detail Wrap Shirt,Tops,Shirt/Blouse,100% cotton (exclusive of trimmings),45.72,"[(100, 'cotton')]","[(100, 'cotton')]"
Marks & Spencer,Bow Detail Top,Tops,Shirt/Blouse,"100% polyester, Lining - 100% polyester",58.42,"[(100, 'polyester')]","[(100, 'polyester')]"
Marks & Spencer,Jersey Hardware Detail Dress,Dresses & Jumpsuits,Dress,"94% polyamide, 6% elastane (exclusive of trimmings)",45.72,"[(94, 'polyamide'), (6, 'elastane')]","[(94, 'nylon'), (6, 'elastane')]"
Marks & Spencer,Pure Cotton Shirred Waisted Maxi Dress,Dresses & Jumpsuits,Dress,100% cotton (exclusive of trimmings),50.16,"[(100, 'cotton')]","[(100, 'cotton')]"
Marks & Spencer,Pure Cotton Cropped Collared Shirt,Tops,Shirt/Blouse,100% cotton (exclusive of trimmings),33.02,"[(100, 'cotton')]","[(100, 'cotton')]"
Marks & Spencer,Air-Yarn V-Neck Jumper,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02,"[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]","[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]"
Marks & Spencer,V-Neck Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"43% polyamide, 20% alpaca, 20% wool, 14% acrylic, and 3% elastane",44.45,"[(43, 'polyamide'), (20, 'alpaca'), (20, 'wool'), (14, 'acrylic'), (3, 'elastane')]","[(43, 'nylon'), (40, 'wool'), (14, 'acrylic'), (3, 'elastane')]"
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02,"[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]","[(51, 'polyester'), (41, 'acrylic'), (5, 'wool'), (3, 'elastane')]"
Marks & Spencer,Cropped Jacket,Outerwear,Jacket,100% cotton (embroidery threads),88.9,"[(100, 'cotton')]","[(100, 'cotton')]"
Marks & Spencer,Collared Button Front Short Sleeve Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"90% polyester, 8% alpaca and 2% elastane",38.1,"[(90, 'polyester'), (8, 'alpaca'), (2, 'elastane')]","[(90, 'polyester'), (8, 'wool'), (2, 'elastane')]"
